C1,C2,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150
494,Fatuha,10/22/2020,16:10:00,Phulwari sarif,185,2,25,1,2,1,3,2,1,2,sexual harassment,1,3,3,2,1,0,1,1,0,0,0,1,2,2,2,2,2,3,4,3,2,1,88,88,4,4,88,4,3,3,4,1,99,99,88,4,3,3,4,4,4,99,2,2,2,3,2,4,1,1,1,3,1,1,1,1,1,2,1,1,1,88,3,3,4,3,1,1,5,2,5,2,2,1,88,1,88,88,2,3,4,4,3,1,2,1,2,88,1,3,3,4,3,2,2,4,2,5,1,2,88,2,88,2,4,2,4,2,4,2,4,3,1,2,5,3,5,3,5,5,3,5,3,2,1,4,1,2,1995,21000,2
495,Sikta,10/22/2020,11:59:00,Patna sahib,9,2,30,1,4,1,3,4,3,2,Rape,2,1,1,2,1,0,0,0,0,0,0,1,4,3,3,3,3,3,2,2,2,2,3,3,2,2,2,4,3,2,2,2,4,3,2,2,2,88,4,3,2,2,88,4,3,2,2,88,1,1,1,2,88,2,3,3,4,4,1,3,3,1,3,2,3,3,3,2,2,2,2,3,2,1,2,3,3,3,88,2,2,3,3,1,2,3,3,3,1,2,3,3,4,1,2,2,3,3,1,2,2,3,3,4,3,3,3,3,3,3,3,88,2,2,4,3,4,3,3,4,3,3,3,2,1,4,88,,1990,12000,1
496,Gaighat,10/22/2020,17:37:00,Gayghat,88,2,45,1,3,1,3,3,1,2,Poverty ,88,2,3,2,0,0,0,1,0,0,0,1,3,3,2,88,3,88,3,3,3,4,4,3,3,2,4,4,3,3,3,4,4,2,88,2,3,4,3,3,2,4,4,3,2,2,88,4,1,1,1,4,2,3,3,3,1,2,1,2,1,1,2,2,2,2,2,3,2,2,3,3,3,1,2,2,3,1,1,1,3,3,88,88,2,3,2,1,1,2,3,3,1,88,2,3,3,1,1,2,3,3,1,4,3,4,4,3,4,3,2,4,2,2,4,4,4,4,3,3,5,3,3,2,1,1,88,,1975,18000,3
497,Kumhrar,10/22/2020,14:52:00,RMS colony,183,2,20,1,3,1,4,5,1,3,Education,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,1,2,4,5,4,5,4,5,1,5,4,5,4,2,4,5,4,5,4,2,4,1,3,4,5,4,5,4,5,4,5,4,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,3,4,3,4,3,4,3,5,2,2,4,5,4,5,4,5,4,5,4,2,1,1,1,1,2000,25000,1
498,Phulwari,10/22/2020,16:29:00,Phulwari sarif,188,2,62,2,88,88,3,1,1,3,Domestic violence,1,1,3,2,1,0,0,0,0,0,0,1,4,4,3,3,2,4,3,2,2,1,3,3,3,3,4,88,4,4,4,2,4,4,4,3,2,4,4,4,88,88,3,3,3,3,2,4,1,1,1,88,2,2,1,3,1,3,2,2,1,3,1,1,3,2,1,88,3,1,5,2,2,1,1,88,1,99,2,2,4,4,4,1,1,88,2,99,2,3,4,3,5,1,2,1,2,1,2,2,3,3,4,4,3,3,4,2,88,88,2,5,1,2,4,1,1,1,1,4,4,3,3,2,1,4,1,3,1958,15000,1
499,Sikta,10/22/2020,12:16:00,Patna sahib,9,2,45,1,2,1,3,4,3,3,Rape,88,3,2,2,0,0,0,1,0,0,0,1,3,3,2,2,2,3,2,3,2,2,3,2,2,2,2,3,3,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,1,1,1,3,2,2,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2,2,3,2,3,2,3,3,2,2,2,3,2,2,3,2,2,2,3,2,3,3,4,3,3,88,3,3,3,3,2,88,3,4,2,2,4,3,1,4,1,4,3,4,3,2,1,4,88,,1975,12000,4
500,"Pipra, Supaul",10/22/2020,12:59:00,Bakar Ganj,42,2,31,1,3,1,3,2,1,3,Rape,99,3,88,2,0,0,0,0,1,0,0,1,88,88,88,4,4,4,4,2,2,2,88,88,88,88,4,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,4,4,4,4,4,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,88,88,88,88,88,3,3,4,4,4,4,4,4,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,88,88,1,1,99,99,99,99,99,2,2,2,2,2,2,1,1,3,3,2,3,3,3,3,3,3,3,3,3,2,1,1,1,2,1989,13000,4
501,Maner,10/22/2020,17:57:00,Gayghat,187,2,48,2,3,1,3,2,1,4,Rape,2,2,4,2,0,0,1,1,0,0,0,1,3,2,2,4,3,4,3,2,2,4,4,4,2,3,88,4,3,2,4,88,4,3,4,3,88,4,3,88,2,2,4,4,3,3,88,88,1,1,1,3,2,3,1,2,1,2,2,2,1,4,88,2,1,2,2,2,1,3,88,2,3,3,2,2,88,3,1,3,4,3,1,2,1,2,3,1,1,4,1,1,4,88,1,2,3,2,2,2,2,3,1,4,3,3,4,4,3,88,2,5,3,2,3,4,88,5,5,5,5,3,2,2,1,4,88,,1972,12000,3
502,Phulwari,10/22/2020,10:24:00,Banki Pur,188,2,38,1,4,1,1,1,2,2,Rape,1,2,1,2,1,1,1,1,0,1,1,1,2,1,3,4,4,2,1,3,4,4,2,1,3,4,4,2,1,3,4,4,3,1,88,88,88,3,1,4,88,88,3,1,4,4,4,3,1,1,88,88,1,1,3,1,1,1,1,2,2,2,1,1,1,3,1,1,1,1,2,3,3,1,1,3,3,4,2,1,3,88,2,1,1,3,3,3,2,1,1,1,2,1,1,3,2,2,1,3,3,3,3,3,3,3,2,2,1,2,2,2,1,2,1,5,5,4,5,2,1,5,5,2,1,4,1,,1982,30000,2
503,Danapur,10/22/2020,16:46:00,Phulwari sarif,186,2,28,1,3,1,5,5,1,3,Corruption,2,2,3,2,1,0,0,0,0,0,0,1,3,3,3,2,1,4,4,4,4,88,2,2,2,2,1,4,4,88,88,99,88,3,3,3,2,3,4,3,4,2,4,4,4,88,4,4,1,1,1,2,2,1,88,2,2,3,1,1,2,88,2,88,2,1,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,1,2,2,4,4,5,1,88,88,88,99,1,2,3,4,5,3,4,3,4,3,88,3,2,5,2,2,3,4,2,3,2,4,5,4,4,2,1,4,88,,1992,24000,1
504,Bikram,10/22/2020,11:36:00,Patna Railway Station,191,1,40,1,2,2,4,4,1,2,Education,1,1,4,2,1,0,1,0,1,0,1,1,4,3,3,4,4,4,3,4,3,4,3,4,3,3,4,2,3,4,3,4,3,4,2,3,3,4,3,3,2,3,3,4,3,3,3,3,1,1,1,3,4,4,5,4,5,4,1,4,5,4,5,4,4,5,3,4,5,2,3,2,2,3,2,3,2,2,3,3,3,2,2,3,2,4,2,2,1,2,2,1,1,2,1,3,2,2,3,2,1,2,1,1,2,1,2,1,2,1,2,3,1,2,2,1,1,4,2,4,5,4,5,2,1,2,1,,1980,20000,1
505,Sikta,10/22/2020,12:32:00,Patna sahib,9,2,35,1,2,2,5,5,3,3,Rape,88,4,88,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,5,5,5,2,5,5,5,5,5,2,5,88,88,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,88,,1985,10000,1
506,Nautan,10/23/2020,9:08:00,Gayghat,6,2,21,2,3,2,3,1,2,2,Rape,88,4,2,2,0,0,1,0,0,0,0,1,3,2,3,3,3,88,4,3,4,3,4,4,2,3,4,4,4,3,2,4,4,4,3,3,3,4,4,3,2,4,4,4,3,2,3,88,1,1,1,4,2,2,88,1,3,1,1,1,3,2,2,3,1,3,3,1,2,3,2,4,3,2,2,2,3,2,1,2,1,1,2,88,1,3,1,1,88,2,2,2,88,88,2,3,4,3,88,2,2,1,2,3,3,4,4,2,4,3,2,5,2,2,3,4,3,5,3,5,88,4,3,88,1,3,88,,2002,15000,4
507,"Pipra, Supaul",10/23/2020,11:03:00,Bakar Ganj,42,2,31,1,1,1,5,1,1,3,Rape,2,1,3,2,0,1,0,0,0,0,0,1,4,4,3,3,3,3,4,88,88,3,99,1,1,99,99,99,99,1,3,3,2,2,4,4,2,3,4,88,88,2,99,3,2,1,1,99,1,1,1,4,99,5,5,5,2,2,2,2,2,1,88,88,1,1,99,5,99,2,5,3,1,4,2,88,4,4,3,3,4,4,4,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,1,2,5,5,5,5,5,4,4,4,4,2,1,4,1,3,1989,7000,1
508,Kumhrar,10/23/2020,10:11:00,RMS colony,183,2,40,1,3,1,4,5,1,1,Education,2,2,2,2,1,1,1,1,1,1,1,1,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,4,1,1,1,4,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,3,2,3,1,88,2,1,2,1,88,2,1,2,1,88,1,1,2,1,88,1,1,2,1,88,1,1,2,2,88,1,2,2,3,2,3,2,3,2,2,1,2,2,1,3,2,3,2,1,2,1,2,1,1,1,1,1980,25000,4
509,Arwal,10/23/2020,10:34:00,Phulwari sarif,214,2,30,2,3,1,4,2,1,3,Corruption,2,4,3,2,1,0,1,1,0,0,0,1,88,4,3,3,4,3,3,3,3,4,4,3,3,3,4,3,3,3,2,2,4,4,88,4,99,3,4,2,3,2,3,3,2,2,3,2,1,1,1,4,2,4,5,2,2,4,1,5,2,88,4,3,4,4,1,2,2,3,1,1,2,4,4,5,4,5,1,4,2,3,2,1,3,2,3,2,1,1,1,1,1,3,3,3,3,4,3,3,2,2,88,1,3,2,4,2,4,2,2,4,2,2,5,2,4,3,4,3,4,1,2,1,1,4,1,2,1990,23000,3
510,Amarpur ,10/23/2020,12:18:00,Digha,159,2,27,2,4,1,4,3,1,1,Rape,88,3,4,2,0,0,0,0,0,1,0,1,1,2,3,3,3,3,3,2,2,1,1,2,3,2,1,1,2,3,4,2,1,3,3,2,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,5,5,5,5,5,5,1,5,5,5,5,2,5,5,5,4,4,2,5,4,4,4,3,3,4,5,5,4,4,4,4,5,5,5,5,5,5,4,4,5,5,5,4,3,3,4,2,1,3,4,5,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,88,,1993,24100,3
511,Fatuha,10/23/2020,11:55:00,Gayghat,185,2,32,1,3,2,3,4,1,1,Covind19,88,3,3,2,0,0,1,0,0,0,0,1,3,2,4,3,4,88,4,3,4,3,88,3,3,2,3,4,4,3,3,4,3,3,4,3,4,4,4,3,2,3,4,3,2,2,4,4,4,1,1,3,3,3,88,2,1,3,1,1,2,2,1,3,2,1,1,2,3,3,2,2,2,1,3,2,3,2,88,3,4,2,2,2,99,3,4,3,1,3,2,2,3,88,1,3,3,1,1,2,3,3,1,4,3,4,4,3,88,2,4,88,1,4,4,3,4,5,4,88,5,4,3,2,1,4,88,,1988,15000,4
512,Sikta,10/23/2020,11:02:00,Patna sahib,9,2,32,1,88,88,3,3,3,3,Rape,88,1,88,2,0,0,0,1,0,0,0,1,2,1,1,1,1,2,2,1,1,1,3,2,2,2,1,3,2,2,1,1,3,2,2,2,1,3,2,2,2,1,3,3,2,2,2,3,2,1,1,2,3,3,4,4,3,4,1,4,4,4,3,4,4,3,3,4,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,1,1,88,,1988,12000,1
513,Digha,10/23/2020,10:06:00,Patna Railway Station,181,2,65,1,1,1,5,5,1,3,Corruption,2,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,4,2,1,1,1,4,1,1,1,1,4,1,1,1,1,4,4,4,4,3,4,3,3,3,3,4,1,1,1,1,1,1,1,1,1,5,5,4,1,5,1,1,1,5,1,5,3,5,4,5,1,5,1,5,2,5,5,1,1,88,1,4,1,1,1,1,5,2,88,88,88,4,1,1,1,1,4,1,1,1,1,4,88,88,88,88,4,3,4,3,4,3,4,3,5,1,1,3,1,4,3,2,5,2,1,1,1,1,1,1,1,1955,6000,4
514,Bagaha ,10/23/2020,12:14:00,Gayghat,4,2,28,1,2,2,3,4,1,3,Covind19,88,2,3,2,0,0,1,0,0,0,0,1,88,2,3,88,3,88,3,2,2,88,88,4,4,3,88,88,4,4,3,88,88,4,2,1,2,99,88,3,4,99,88,3,2,3,88,88,3,1,1,4,2,2,88,2,1,2,88,1,3,88,1,2,1,2,1,2,1,2,88,1,3,1,2,2,1,1,88,2,3,1,88,88,1,2,1,1,88,2,2,1,88,88,2,3,3,88,1,2,3,1,88,4,4,3,88,4,4,4,4,5,2,5,4,4,5,5,5,88,88,4,3,2,1,2,88,,1992,10000,3
515,Phulwari,10/23/2020,10:52:00,Phulwari sarif,188,2,24,1,3,1,1,1,1,2,Covind19,2,1,3,2,1,0,1,1,0,0,0,1,2,2,2,1,4,4,88,4,99,99,3,3,2,3,1,4,4,4,88,88,4,4,88,4,3,88,4,4,88,99,4,88,4,88,4,88,4,99,1,99,1,2,1,3,1,3,2,88,2,99,1,88,1,1,2,4,2,1,2,2,2,4,4,5,4,4,1,1,1,88,99,88,1,2,3,4,4,4,4,4,5,1,1,1,1,1,3,3,4,3,5,4,2,2,4,2,4,2,3,3,1,2,4,3,4,4,88,3,1,3,3,2,1,4,1,2,1996,22000,3
516,Madhubani,10/23/2020,11:14:00,Banki Pur,36,2,21,2,4,2,1,2,2,2,Pollution ,2,2,1,2,1,0,0,1,0,0,0,1,2,1,3,3,4,2,1,3,4,88,3,1,4,4,4,3,1,3,4,4,3,3,4,4,88,3,3,4,4,4,2,4,4,4,4,2,1,1,1,4,1,1,4,1,1,1,1,3,3,2,1,1,1,3,1,1,1,1,2,4,4,2,1,2,3,4,2,1,3,3,3,1,3,2,2,2,1,2,1,88,1,1,3,2,1,1,2,2,2,2,88,3,3,4,3,4,4,3,4,2,2,3,1,4,4,2,4,2,1,4,4,2,1,2,1,,1999,20000,99
517,Sikta,10/23/2020,11:19:00,Patna sahib,9,2,35,1,3,1,3,4,1,3,Rape,88,4,4,2,0,0,0,1,0,0,0,1,2,2,3,3,3,3,3,3,2,2,4,3,3,3,2,4,3,2,2,2,3,3,2,2,2,4,3,3,2,2,4,3,2,2,2,4,3,1,1,2,2,3,4,3,3,3,1,3,3,3,3,3,3,4,3,3,4,1,4,2,88,2,3,3,4,4,1,2,3,3,4,2,2,3,3,4,2,2,2,3,3,1,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,5,3,3,2,3,4,3,3,2,4,3,3,2,1,4,88,,1985,13000,4
518,Vaishali,10/23/2020,11:15:00,Phulwari sarif,125,2,28,1,2,1,1,1,1,3,Poverty ,2,2,2,2,1,0,1,1,0,0,0,1,4,2,3,2,4,2,2,1,2,1,2,2,1,2,2,2,3,3,4,88,2,3,2,3,2,2,2,1,2,1,4,3,88,4,88,88,88,99,99,2,4,3,2,4,2,4,1,4,2,4,1,3,1,5,1,4,1,3,88,2,2,1,2,1,4,4,2,2,2,1,88,1,1,1,88,1,2,2,3,4,5,2,3,2,3,2,1,4,1,2,88,2,88,2,1,4,1,4,1,5,2,5,2,5,5,2,88,4,2,5,2,2,1,4,1,1,1992,18000,3
519,Amarpur ,10/23/2020,12:38:00,Digha,159,2,37,2,3,1,5,4,1,1,Rape,2,1,1,2,0,0,0,0,0,0,0,1,1,3,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,5,4,5,5,5,5,1,5,5,5,4,4,4,5,5,4,4,1,5,2,2,5,4,3,3,5,5,4,3,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,2,3,3,4,5,1,2,1,2,2,2,1,3,1,2,3,2,2,2,1,1,1,2,3,2,1,1,3,88,,1983,19000,2
520,Kumhrar,10/23/2020,10:33:00,RMS colony,183,2,40,1,4,2,4,5,1,3,Education,2,1,3,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,88,2,2,1,2,99,2,2,1,2,88,2,2,1,1,88,2,4,5,4,5,4,4,1,4,5,4,5,4,4,5,4,5,4,2,4,88,3,4,5,4,1,4,4,5,4,88,4,4,5,4,88,4,4,5,4,88,4,4,5,4,88,4,4,5,4,88,4,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,3,2,3,88,2,1,4,1,4,1980,25000,1
521,Bahadurpur ,10/23/2020,10:52:00,Patna Railway Station,85,2,48,1,2,1,5,4,1,3,Vegetable  prices ,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,2,2,4,2,2,2,2,1,1,1,1,1,2,1,1,1,1,4,4,2,2,2,4,3,3,3,2,4,1,1,1,1,88,99,99,99,99,5,5,3,1,5,1,88,2,4,88,5,2,5,4,4,88,1,88,4,2,5,5,4,4,2,2,3,1,2,2,2,5,5,4,3,3,4,3,4,4,3,4,1,88,88,1,5,3,3,3,3,4,2,2,2,3,3,4,3,5,1,1,3,2,4,3,1,5,2,2,2,2,1,1,1,1,1972,45000,1
522,Phulwari,10/23/2020,13:11:00,Gayghat,188,2,32,1,3,1,3,3,5,2,Covind19,88,2,4,2,0,0,0,1,0,0,0,1,3,3,3,3,88,4,3,3,2,1,4,88,2,2,4,88,4,3,2,3,3,3,3,2,3,4,4,3,3,4,88,4,3,2,3,3,4,1,1,3,2,2,2,2,1,1,1,1,1,1,1,2,1,3,3,3,2,2,1,3,2,3,4,3,2,3,1,2,3,2,1,1,1,2,3,2,1,2,2,2,1,88,1,2,3,2,88,1,3,3,2,3,2,2,3,3,3,3,3,5,2,2,5,4,2,5,5,88,5,5,3,2,1,1,99,,1988,12000,3
523,Sikta,10/23/2020,11:38:00,Patna sahib,9,2,25,1,88,88,3,4,1,2,Rape,88,4,88,2,1,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,4,4,4,4,4,1,4,4,4,4,4,4,4,3,3,3,3,3,88,88,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,1,1,88,,1995,12000,1
524,Sikta,10/23/2020,11:59:00,Patna sahib,9,2,35,1,1,1,5,5,1,3,Rape,88,1,2,2,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,5,5,5,2,5,5,5,5,5,2,5,2,88,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,88,,1985,12000,4
525,Amarpur ,10/23/2020,12:58:00,Digha,159,2,25,1,2,88,5,4,2,3,Rape,2,1,2,2,0,1,0,0,0,0,0,1,1,2,2,2,1,3,3,3,2,1,1,2,2,2,1,3,3,3,2,1,3,3,2,2,1,1,2,3,2,1,1,2,2,2,1,1,2,1,1,1,5,5,5,4,4,4,1,4,4,4,4,2,5,5,4,4,4,1,4,2,2,3,4,4,3,3,5,4,3,4,4,5,4,4,4,5,5,4,3,3,3,5,4,2,1,1,5,4,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,88,,1995,24300,3
526,Patna sahib,10/23/2020,11:44:00,Banki Pur,184,2,39,1,4,1,3,3,2,2,Rape,2,2,3,2,1,0,0,1,0,0,0,1,2,3,2,3,2,2,3,2,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,4,4,88,2,4,2,3,3,2,88,3,4,2,1,1,2,2,2,3,88,1,2,88,2,2,3,1,2,3,2,2,1,3,1,3,2,4,4,5,3,5,3,3,5,3,4,3,4,5,3,5,3,3,5,4,5,4,3,4,3,4,2,4,3,3,4,2,3,2,3,4,2,4,4,2,1,2,2,1,3,4,3,2,2,4,2,4,2,1,2,1,,1981,20000,4
527,Kumhrar,10/23/2020,11:10:00,Patna Railway Station,183,2,45,1,2,1,5,5,1,3,Rape,2,1,1,2,1,1,1,1,1,1,1,1,4,3,3,3,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,4,3,3,3,3,4,1,1,1,1,1,1,1,1,1,5,4,4,1,5,1,1,1,4,5,4,2,2,5,4,1,1,1,4,2,5,4,3,3,3,3,4,3,3,3,3,5,5,5,5,5,5,4,3,3,3,5,1,88,88,88,4,88,88,88,99,4,3,3,3,2,3,3,3,5,1,1,4,1,4,3,2,4,2,3,2,2,1,1,1,1,1975,20000,4
528,Sikta,10/23/2020,12:22:00,Patna sahib,9,2,25,1,88,88,5,3,1,3,Covind19,88,2,2,2,0,0,0,0,0,0,1,1,2,2,3,4,2,88,3,3,4,4,4,3,3,2,2,88,4,3,2,2,2,2,2,2,2,3,3,2,3,3,3,2,3,3,2,3,2,3,1,2,3,3,3,3,3,4,1,3,3,3,3,3,3,3,3,3,4,1,4,88,88,3,3,4,4,4,2,3,4,4,4,2,3,3,4,4,2,3,3,4,4,2,2,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,2,4,4,4,4,4,4,5,4,3,3,2,1,88,99,,1995,10000,1
529,Patna Sahib,10/23/2020,13:31:00,Bailey Road,184,2,25,1,88,2,3,1,88,1,Education,88,2,2,2,0,1,1,1,1,0,0,1,4,2,2,2,3,3,2,2,2,4,4,3,2,2,3,2,3,3,3,2,3,2,2,3,2,3,4,2,2,4,3,2,3,2,4,3,2,3,1,2,3,3,1,2,2,4,1,3,1,3,3,2,3,4,2,3,3,3,2,88,5,2,4,3,4,3,2,3,4,2,4,2,3,4,2,2,88,3,3,2,3,2,4,3,4,2,2,3,2,1,3,4,3,88,3,2,4,3,4,5,3,3,5,3,4,3,4,5,3,3,2,2,1,4,88,,1995,10000,4
530,Sikta,10/23/2020,12:49:00,Patna sahib,9,2,30,1,88,1,3,4,1,2,Rape,88,1,2,2,1,1,0,0,0,0,0,1,2,2,3,3,3,3,3,3,2,2,4,3,3,2,2,4,3,3,2,2,4,3,3,2,3,4,3,3,3,3,4,3,3,3,3,4,3,3,1,3,2,3,2,2,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,2,1,3,3,4,4,4,3,4,4,3,4,2,3,3,4,4,2,3,3,4,4,2,3,3,4,4,2,3,3,4,4,4,3,3,3,2,3,3,3,4,3,3,2,2,3,2,2,4,3,3,2,2,1,88,99,,1990,12000,1
531,Patna Sahib,10/23/2020,13:06:00,Patna Railway Station,184,2,28,1,3,1,3,3,5,1,Health and Hospital,88,2,4,2,1,1,1,1,0,1,1,1,4,3,4,3,4,3,3,4,3,3,4,3,4,3,4,88,3,4,3,2,4,3,4,2,3,4,3,4,3,4,4,3,88,3,3,4,3,3,1,2,1,1,2,1,3,1,2,3,1,3,4,2,3,2,1,3,2,1,1,88,88,2,3,2,3,1,1,3,3,1,3,1,3,1,3,1,1,3,1,3,88,1,3,2,3,1,1,3,2,2,1,88,2,4,3,2,4,2,2,5,3,5,3,5,5,2,4,5,4,3,5,2,1,4,88,,1992,15000,4
532,Bahadurpur ,10/23/2020,11:25:00,Patna Railway Station,85,2,40,1,2,2,4,3,1,3,School  fees ,2,4,3,2,0,0,1,1,0,0,0,1,1,1,1,4,3,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,2,2,3,4,2,4,4,4,4,4,1,1,1,4,4,1,1,1,1,1,4,4,4,1,5,5,1,1,5,4,5,2,5,4,5,1,1,1,5,2,5,3,2,2,5,3,1,2,1,1,2,1,1,2,1,1,1,2,1,5,4,1,1,2,4,3,1,2,2,5,2,4,2,2,2,2,2,2,2,2,2,4,1,4,1,2,4,1,1,2,5,2,1,3,1,,1980,15000,3
533,Patna sahib,10/23/2020,12:33:00,Banki Pur,184,2,29,2,4,1,3,4,1,2,Rape,2,2,3,2,0,0,1,1,0,0,0,1,1,3,2,3,2,1,3,2,1,3,4,2,3,2,4,2,3,2,4,3,2,3,2,3,2,1,2,88,3,88,88,3,88,2,88,88,2,99,1,2,2,2,88,3,1,1,1,88,88,2,2,1,2,2,2,2,1,2,4,2,2,4,3,5,4,4,3,3,4,3,3,3,88,3,4,3,3,3,4,2,2,1,4,2,2,4,2,3,4,3,2,4,4,3,2,4,4,4,4,3,3,5,4,5,5,3,5,2,3,2,4,2,1,4,88,,1991,21000,3
534,Patna Sahib,10/23/2020,13:31:00,Patna Railway Station,184,2,30,1,88,2,3,2,5,1,Corruption,2,2,4,2,0,0,0,1,0,0,0,1,3,4,2,4,3,3,4,2,4,2,3,88,3,4,2,4,3,88,3,4,4,3,4,3,88,88,3,4,3,88,4,3,4,2,4,4,3,3,1,2,1,3,1,2,2,3,1,2,4,3,4,2,3,3,1,3,1,1,2,3,3,1,2,2,3,2,88,1,3,1,3,2,1,4,3,1,1,3,2,3,1,1,2,1,88,3,1,1,3,3,1,3,4,3,3,4,3,2,2,4,3,5,2,4,3,5,3,5,4,3,5,2,1,4,88,,1990,20000,1
535,Sikta,10/23/2020,13:06:00,Patna sahib,9,2,36,1,88,88,5,4,88,2,Covind19,88,1,2,2,0,0,0,0,0,0,0,1,3,3,3,3,3,4,3,3,2,2,4,3,3,2,2,4,3,3,2,2,4,3,3,2,2,4,3,2,2,2,4,3,2,2,2,4,3,2,1,2,2,3,3,4,4,3,1,3,4,4,4,4,4,3,3,3,3,1,4,88,88,2,3,3,3,4,2,3,3,4,3,2,3,3,3,3,2,3,3,3,3,2,3,3,4,4,2,3,3,4,4,4,3,2,3,3,3,3,3,4,2,3,3,3,3,3,3,4,3,3,3,2,1,88,99,,1984,13000,1
